input_name,gbif_matched_scientificName,gbif_accepted_usageKey,wfo_match_id,wfo_accepted_name,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_native_areas_found_in,wfo_native_countries,wfo_url
Harpullia arborea (Blanco) Radlk,Harpullia arborea (Blanco) Radlk.,3190016,wfo-0000715815,Harpullia arborea (Blanco) Radlk.,Australia | Indonesia | Papua New Guinea | Philippines | Solomon Islands | Timor-Leste | Tonga | Vanuatu,AU | ID | PG | PH | SB | TL | TO | VU,29,29,low,Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | India | Nepal | Sri Lanka | Indo-China Cambodia | Indo-China | Cambodia | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia New Guinea | Papuasia | New Guinea | Solomon Is. | Australasia Australia Queensland | Australasia | Australia | Queensland | Pacific Southwestern Pacific Fiji | Pacific | Southwestern Pacific | Fiji | Samoa | Tonga | Vanuatu,Cameroon | India | Bangladesh | Nepal | Sri Lanka | Cambodia | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Brunei | Philippines | Canada | Netherlands | Nigeria | Russia | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji | Samoa | Tonga,https://www.worldfloraonline.org/taxon/wfo-0000715815
Hatiora pentaptera (Pfeiff. ex A. Dietr.) Lem.,Hatiora pentaptera (Pfeiff. ex A.Dietr.) Lem.,3945739,wfo-0001287051,Rhipsalis pentaptera Pfeiff. ex A.Dietr.,Brazil,BR,3,3,very_low,,,https://www.worldfloraonline.org/taxon/wfo-0001287051
Hatiora salicornioides Britton et Rose.,Hatiora salicornioides Britton & Rose,7280906,wfo-0000716171,Hatiora salicornioides (Haw.) Britton & Rose,Brazil,BR,453,453,high,Southern America Brazil Bahia | Southern America | Brazil | Bahia | Paraní | Santa Catarina | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Provided by: | [A].Brazilian Flora 2020 project - Projeto Flora do Brasil 2020 | Synonyms | Cactus lyratus Vell. | Cactus lyratus | Vell. | Cactus salicornioides (Haw.) Link & Otto | Cactus salicornioides | (Haw.) Link & Otto | Cactus trichotomus Tenore ex Steud. | Cactus trichotomus | Tenore ex Steud. | Hariota gracihs F.A.C.Weber | Hariota gracihs | F.A.C.Weber | Hariota gracilis F.A.C.Weber | Hariota gracilis | Hariota salicornioides (Haw.) DC. | Hariota salicornioides | (Haw.) DC. | Hariota salicornioides (Haw.) Kuntze | (Haw.) Kuntze | Hariota salicornioides f. gracilior (Salm-Dyck ex C.F.Först.) A.Cast. | Hariota salicornioides f. gracilior | (Salm-Dyck ex C.F.Först.) A.Cast. | Hariota salicornioides f. strictior (C.F.Först.) A.Cast. | Hariota salicornioides f. strictior | (C.F.Först.) A.Cast. | Hariota salicornioides f. villigera (K.Schum.) A.Cast. | Hariota salicornioides f. villigera | (K.Schum.) A.Cast. | Hariota salicornioides var. gracilior Gürke | Hariota salicornioides var. gracilior | Gürke | Hariota salicornioides var. strictior Gürke | Hariota salicornioides var. strictior | Hariota stricta (F.A.C.Weber) K.Schum. | Hariota stricta | (F.A.C.Weber) K.Schum. | Hariota villigera K.Schum. | Hariota villigera | K.Schum. | Hatiora salicornioides f. gracilis (F.A.C.Weber) Süpplie | Hatiora salicornioides f. gracilis | (F.A.C.Weber) Süpplie | Hatiora salicornioides f. salicornioides | Hatiora salicornioides f. stricta (Cels ex F.A.C.Weber) Süpplie | Hatiora salicornioides f. stricta | (Cels ex F.A.C.Weber) Süpplie | Hatiora salicornioides f. villigera (K.Schum.) Süpplie | Hatiora salicornioides f. villigera | (K.Schum.) Süpplie | Hatiora salicornioides var. stricta (Cels ex F.A.C.Weber) Backeb. | Hatiora salicornioides var. stricta | (Cels ex F.A.C.Weber) Backeb. | Hatiora salicornioides var. villigera (K.Schum.) Backeb. | Hatiora salicornioides var. villigera | (K.Schum.) Backeb. | Hatiora saluginoides Britton & Rose | Hatiora saluginoides | Britton & Rose | Rhipsalis gracilis F.A.C.Weber | Rhipsalis gracilis | Rhipsalis lagenaria Vöcht. | Rhipsalis lagenaria | Vöcht. | Rhipsalis salicornioides Haw. | Rhipsalis salicornioides | Haw. | Rhipsalis salicornioides var. gracilior Salm-Dyck ex C.F.Först. | Rhipsalis salicornioides var. gracilior | Salm-Dyck ex C.F.Först. | Rhipsalis salicornioides var. gracilis F.A.C.Weber | Rhipsalis salicornioides var. gracilis | Rhipsalis salicornioides var. stricta F.A.C.Weber | Rhipsalis salicornioides var. stricta | Rhipsalis salicornioides var. strictior C.F.Först. | Rhipsalis salicornioides var. strictior | C.F.Först. | Rhipsalis salicornioides var. villigera (K.Schum.) Loefgr. | Rhipsalis salicornioides var. villigera | (K.Schum.) Loefgr. | Rhipsalis schottmuelleri Hort. ex Schelle | Rhipsalis schottmuelleri | Hort. ex Schelle | Rhipsalis stricta Cels ex F.A.C.Weber | Rhipsalis stricta | Cels ex F.A.C.Weber | Rhipsalis villigera (K.Schum.) Orcutt | Rhipsalis villigera | (K.Schum.) Orcutt | [B].Cactaceae,Brazil,https://www.worldfloraonline.org/taxon/wfo-0000716171
Hedychium coronarium J.G.Koenig.,Hedychium coronarium J.Koenig,7883492,wfo-0000435787,Hedychium coronarium J.Koenig,Australia | Chinese Taipei,AU | TW,2,2,very_low,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal,Nepal,https://www.worldfloraonline.org/taxon/wfo-0000435787
Hedychium gardnerianum Ker.-gawl.,Hedychium gardnerianum Sheph. ex Ker Gawl.,2758700,wfo-0000435987,Hedychium gardnerianum Sheph. ex Ker Gawl.,United States of America,US,2,2,very_low,"Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Provided by: | [A].Plants of Nepal | Included Variety | Hedychium gardnerianum var. pallidum (Regel) Baker | Hedychium gardnerianum var. pallidum | (Regel) Baker | [D].Zingiberaceae | Synonyms | Hedychium gardnerianum var. fasciatum K.Koch | Hedychium gardnerianum var. fasciatum | K.Koch | Nationally Preferred Names | Name | Language | Country | सुन केवरा, पङ्खा पूmल (Sun kewara, Pankha phul)",Nepal | Zambia,https://www.worldfloraonline.org/taxon/wfo-0000435987
Hedychium horsfieldii R.Br. ex Wall.,Hedychium horsfieldii R.Br. ex Wall.,2758650,wfo-0000436106,Hedychium horsfieldii Wall.,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0000436106
Heliconia 'Olympic Flame',Heliconia L.,2760545,wfo-4000017228,Heliconia L.,,,3192,0,high,Asia-Tropical Malesia Maluku | Asia-Tropical | Malesia | Maluku | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Southeast | Mexico Southwest | Pacific Southwestern Pacific Fiji | Pacific | Southwestern Pacific | Fiji | New Caledonia | Samoa | Santa Cruz Is. | Vanuatu | Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Brazil Northeast | Brazil South | Brazil Southeast | Brazil West-Central | Caribbean Cuba | Caribbean | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Puerto Rico | Trinidad-Tobago | Windward Is. | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Democratic Republic of the Congo | Papua New Guinea | Mexico | Fiji | Canada | United States | Samoa | Vanuatu | Brazil | United Kingdom | Cuba | Dominican Republic | Haiti | Jamaica | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | France | Guyana | Suriname | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-4000017228
Heliconia rostrata Ruiz et Pav.,Heliconia rostrata Ruiz & Pav.,2760967,wfo-0000438784,Heliconia rostrata Ruiz & Pav.,Brazil | Colombia | Ecuador | Peru,BR | CO | EC | PE,92,92,medium,Southern America Brazil Acre | Southern America | Brazil | Acre | Amazonas | Rondônia | Mato Grosso | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Brazil | Israel | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000438784
Hoffmannia ghiesberghtii (Lem.) Hemsl.,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,5335448,wfo-0000982612,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,,,0,0,none,Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Southeast | Mexico Southwest | Southern America Central America Belize | Southern America | Central America | Belize | Guatemala | Provided by: | [C].The World Checklist of Vascular Plants (WCVP) | Synonyms | Campylobotrys ghiesbreghtii Lem. | Campylobotrys ghiesbreghtii | Lem. | Higginsia ghiesbreghtii (Lem.) Hook. | Higginsia ghiesbreghtii | (Lem.) Hook. | Higginsia ghiesbreghtii unranked variegata Hovey | Higginsia ghiesbreghtii unranked variegata | Hovey | Ohigginsia ghiesbrechtii (Lem.) Hook.f. | Ohigginsia ghiesbrechtii | (Lem.) Hook.f. | [B].Rubiaceae,Mexico | Belize | Guatemala | United States,https://www.worldfloraonline.org/taxon/wfo-0000982612
Hoffmannia ghiesberghtii (Lem.) Hemsl.,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,5335448,wfo-0000982612,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,,,0,0,none,Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Southeast | Mexico Southwest | Southern America Central America Belize | Southern America | Central America | Belize | Guatemala | Provided by: | [C].The World Checklist of Vascular Plants (WCVP) | Synonyms | Campylobotrys ghiesbreghtii Lem. | Campylobotrys ghiesbreghtii | Lem. | Higginsia ghiesbreghtii (Lem.) Hook. | Higginsia ghiesbreghtii | (Lem.) Hook. | Higginsia ghiesbreghtii unranked variegata Hovey | Higginsia ghiesbreghtii unranked variegata | Hovey | Ohigginsia ghiesbrechtii (Lem.) Hook.f. | Ohigginsia ghiesbrechtii | (Lem.) Hook.f. | [B].Rubiaceae,Mexico | Belize | Guatemala | United States,https://www.worldfloraonline.org/taxon/wfo-0000982612
Hura crepitans L.,Hura crepitans L.,5380015,wfo-0000215711,Hura crepitans L.,Bolivia (Plurinational State of) | Brazil | Colombia | Peru | Suriname | United States of America | Venezuela (Bolivarian Republic of),BO | BR | CO | PE | SR | US | VE,117,117,medium,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amapí | Amazonas | Parí | Rondônia | Roraima | Caribbean Bahamas | Caribbean | Bahamas | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Puerto Rico | Southwest Caribbean | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Costa Rica | Central America | Costa Rica | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Brazil | Israel | United Kingdom | Cuba | Dominican Republic | Haiti | Jamaica | Costa Rica | Honduras | Nicaragua | France | Guyana | Suriname | Venezuela | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000215711
Hylocereus megalanthus (K.Schum.) Ralf Bauer,Hylocereus megalanthus (K.Schum. ex Vaupel) Ralf Bauer,3942259,wfo-0001288022,Selenicereus megalanthus (K.Schum. ex Vaupel) Moran,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0001288022
Hylocereus undatus (Haw.) Britton et Rose.,Hylocereus undatus (Haw.) Britton & Rose,10334868,wfo-0001434109,Selenicereus undatus (Haw.) D.R.Hunt,Spain,ES,9,9,very_low,Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Southeast | Mexico Southwest | Southern America Central America El Salvador | Southern America | Central America | El Salvador | Guatemala | Honduras,Mexico | El Salvador | Guatemala | Honduras,https://www.worldfloraonline.org/taxon/wfo-0001434109
Isolepis cernua (Vahl) Roem. et Schukt.,Isolepis cernua (Vahl) Roem. & Schult.,2713316,wfo-0000448337,Isolepis cernua (Vahl) Roem. & Schult.,Australia | Brazil | Chile | Colombia | New Zealand | Norfolk Island | Portugal | Spain | United States of America | unknown or invalid,AU | BR | CL | CO | ES | NF | NZ | PT | US | ZZ,1031,900,high,Africa East Tropical Africa Tanzania | Africa | East Tropical Africa | Tanzania | Macaronesia Azores | Macaronesia | Azores | Canary Is. | Cape Verde | Madeira | Northeast Tropical Africa Ethiopia | Northeast Tropical Africa | Ethiopia | Northern Africa Algeria | Northern Africa | Algeria | Libya | Morocco | Tunisia | Southern Africa Cape Provinces | Southern Africa | Cape Provinces | Free State | KwaZulu-Natal | Lesotho | Northern Provinces | Antarctic Subantarctic Islands Falkland Is. | Antarctic | Subantarctic Islands | Falkland Is. | Tristan da Cunha | Asia-Temperate Western Asia Cyprus | Asia-Temperate | Western Asia | Cyprus | East Aegean Is. | Lebanon-Syria | Palestine | Turkey | Australasia Australia New South Wales | Australasia | Australia | New South Wales | Norfolk Is. | Queensland | South Australia | Tasmania | Victoria | Western Australia | New Zealand Antipodean Is. | New Zealand | Antipodean Is. | Chatham Is. | Kermadec Is. | New Zealand North | New Zealand South | Europe Northern Europe Great Britain | Europe | Northern Europe | Great Britain | Ireland | Southeastern Europe Albania | Southeastern Europe | Albania | Greece | Italy | Kriti | Sicilia | Turkey-in-Europe | Yugoslavia | Southwestern Europe Baleares | Southwestern Europe | Baleares | Corse | France | Portugal | Sardegna | Spain | Northern America Mexico Mexico Northwest | Northern America | Mexico | Mexico Northwest | Northwestern U.S.A. Oregon | Northwestern U.S.A. | Oregon | Washington | South-Central U.S.A. Texas | South-Central U.S.A. | Texas | Southwestern U.S.A. California | Southwestern U.S.A. | California | Western Canada British Columbia | Western Canada | British Columbia | Southern America Brazil Brazil South | Southern America | Brazil | Brazil South | Paraní | Santa Catarina | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Argentina South | Chile Central | Chile North | Chile South | Juan Fernández Is. | Uruguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Tanzania | Spain | Portugal | Cape Verde | Ethiopia | Algeria | Libya | Morocco | Tunisia | Zimbabwe | Botswana | Lesotho | Namibia | Eswatini | South Africa | realm of the United Kingdom | United Kingdom | Cyprus | Palestine | Turkey | France | Indonesia | Australia | New Zealand | Solomon Islands | Vanuatu | Papua New Guinea | Fiji | Ireland | Albania | Greece | Italy | Ancient Rome | Yugoslavia | Mexico | Canada | Brazil | Uruguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000448337
Justicia brandegeana Wassh. & L.B.Sm.,Justicia brandegeeana Wassh. & L.B.Sm.,3173122,wfo-0000354190,Justicia brandegeeana Wassh. & L.B.Sm.,Brazil | Croatia | Mexico | United States of America,BR | HR | MX | US,95,95,medium,Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Northeast | Southern America Central America El Salvador | Southern America | Central America | El Salvador | Guatemala | Honduras,Mexico | El Salvador | Guatemala | Honduras,https://www.worldfloraonline.org/taxon/wfo-0000354190
Justicia carnea Lindl.,Justicia carnea Lindl.,3770188,wfo-0000354735,Justicia carnea Lindl.,Argentina | Brazil,AR | BR,994,900,high,Southern America Brazil Brazil South | Southern America | Brazil | Brazil South | Paraní | Rio Grande do Sul | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Paraguay,Brazil | Paraguay,https://www.worldfloraonline.org/taxon/wfo-0000354735
Khaya grandifolia C.DC.,Khaya grandifoliola C.DC.,3852039,wfo-0000357001,Khaya grandifoliola C.DC.,,,0,0,none,Africa East Tropical Africa Uganda | Africa | East Tropical Africa | Uganda | Northeast Tropical Africa Chad | Northeast Tropical Africa | Chad | Sudan | West Tropical Africa Benin | West Tropical Africa | Benin | Burkina | Ghana | Guinea | Ivory Coast | Liberia | Nigeria | Togo | West-Central Tropical Africa Central African Republic | West-Central Tropical Africa | Central African Republic | Zaire | Provided by: | [D].The World Checklist of Vascular Plants (WCVP) | Synonyms | Khaya dawei Stapf ex Broun & R.E.Massey | Khaya dawei | Stapf ex Broun & R.E.Massey | Khaya kerstingii Harms | Khaya kerstingii | Harms | [C].Meliaceae,Uganda | Chad | Sudan | Benin | Ghana | Guinea | Ivory Coast | Liberia | Nigeria | Togo | Central African Republic | Zaire,https://www.worldfloraonline.org/taxon/wfo-0000357001
