input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_synonym_count,gbif_english_name,gbif_english_names,gbif_english_name_count,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_id_method,wfo_query_used,wfo_url,wfo_habitat,wfo_native_distribution,wfo_distribution_raw,wfo_distribution_label,wfo_habitat_label
Psidium guineense Sw.,EXACT,100,Psidium guineense,Psidium guineense,Psidium guineense Sw.,5420509,Psidium albidum Cambess. | Psidium araca Raddi,2,Guinea Guava,Brazilian guava | Guayaba rumina | Guinea Guava,3,,,2006,0,high,wfo-0000284428,matching_api,Psidium guineense,https://www.worldfloraonline.org/taxon/wfo-0000284428,Terrícola Provided by: [ C ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Rauvolfia tetraphylla,EXACT,100,Rauvolfia tetraphylla,Rauvolfia tetraphylla,Rauvolfia tetraphylla L.,3169782,Rauvolfia canescens L. | Rauvolfia canescens var. glabra Müll.Arg. | Rauvolfia canescens var. intermedia Markgr. | Rauvolfia canescens var. tomentosa Müll.Arg. | Rauvolfia canescens var. typica Markgr. | Rauvolfia heterophylla Willd. | Rauvolfia heterophylla Willd. ex Roem. & Schult. | Rauvolfia heterophylla var. puberula A.Gray | Rauvolfia hirsuta Jacq. | Rauvolfia hirsuta var. glabra (Müll.Arg.) Woodson | Rauvolfia latifolia var. minor Müll.Arg. | Rauvolfia nitida Sessé & Moc. | Rauvolfia odontophora Van Heurck & Müll.Arg. | Rauvolfia subpubescens L. | Rauvolfia tomentosa Jacq.,15,milkbush,Be Still Tree | devil's-pepper | devil-pepper | four-leaf devil's-pepper | four-leaf devil-pepper | milkbush,6,Colombia | Ecuador,CO | EC,4,4,very_low,wfo-0000295195,matching_api,Rauvolfia tetraphylla,https://www.worldfloraonline.org/taxon/wfo-0000295195,Life Form tree Provided by: [L].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Ravenala madagascariensis Sonn.,EXACT,100,Ravenala madagascariensis,Ravenala madagascariensis,Ravenala madagascariensis Sonn.,2763095,"Ravenala madagascariensis J.F.Gmel., 1791",1,"Traveller's tree, Traveller's palm","Falafa, Ravinala | Traveller's tree, Traveller's palm",2,Madagascar,MG,2,2,very_low,wfo-0000509912,matching_api,Ravenala madagascariensis,https://www.worldfloraonline.org/taxon/wfo-0000509912,Life Form tree Provided by: [F].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Rhipsalis baccifera (J.S.Muell.) Stearn,EXACT,100,Rhipsalis baccifera,Rhipsalis baccifera,Rhipsalis baccifera (J.S.Muell.) Stearn,3084036,Rhipsalis bermejensis F.Ritter | Rhipsalis cassutha Gaertn. | Rhipsalis corallioides Rauh | Rhipsalis delphinensis Barthlott | Rhipsalis pendula Pfeiff. | Rhipsalis pilosa F.A.C.Weber ex K.Schum.,6,Mistletoe Cactus,Duhudumna rubban | Mistletoe Cactus | Tjimoe | Touifafa keli | Tyimu | botowatowa | etschwela lo boliki,7,Argentina | Bolivia (Plurinational State of) | Brazil | Central African Republic | Colombia | Comoros | Costa Rica | Ecuador | French Guiana | Guyana | Mexico | Paraguay | Seychelles | South Africa | Venezuela (Bolivarian Republic of),AR | BO | BR | CF | CO | CR | EC | GF | GY | KM | MX | PY | SC | VE | ZA,242,242,high,wfo-0000399853,matching_api,Rhipsalis baccifera,https://www.worldfloraonline.org/taxon/wfo-0000399853,In coastal evergreen forests on trees or on rocks. Provided by: [ G ]. e-Flora of South Africa Source: [ 10 ].,Widespread in South and Central America; in moist warm regions of tropical west Africa to south eastern Africa | Madagascar | Mascarenes and Sri Lanka. Plentiful in Zululand | southern Natal and north eastern Cape. Provided by: [ G ]. e-Flora of South Africa Source: [ 10 ].,"Widespread in South and Central America; in moist warm regions of tropical west Africa to south eastern Africa, Madagascar, Mascarenes and Sri Lanka. Plentiful in Zululand, southern Natal and north eastern Cape. Provided by: [ G ]. e-Flora of South Africa Source: [ 10 ].",distribution,habitat
Rhipsalis cereuscula Haw.,EXACT,100,Rhipsalis cereuscula,Rhipsalis cereuscula,Rhipsalis cereuscula Haw.,7659514,Rhipsalis brachiata Hook. | Rhipsalis cereuscula var. rubrodisca (Loefgr.) Castell. | Rhipsalis cribrata N.E.Br. | Rhipsalis penduliflora N.E.Br. | Rhipsalis saglionis (Lem.) Otto | Rhipsalis saglionis (Lem.) Otto ex Walp. | Rhipsalis saglionis var. rubrodisca Loefgr. | Rhipsalis simmleri Beauverd,8,Rice Cactus,Rice Cactus,1,Argentina | Brazil | Paraguay,AR | BR | PY,316,316,high,wfo-0000399868,matching_api,Rhipsalis cereuscula,https://www.worldfloraonline.org/taxon/wfo-0000399868,Epífita Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,,,,habitat
Rhipsalis pilocarpa Loefgr.,EXACT,100,Rhipsalis pilocarpa,Rhipsalis pilocarpa,Rhipsalis pilocarpa Loefgr.,7280718,Rhipsalis pilocarpa f. minima Süpplie,1,,,0,Argentina | Brazil,AR | BR,46,46,low,wfo-0000399667,matching_api,Rhipsalis pilocarpa,https://www.worldfloraonline.org/taxon/wfo-0000399667,Epífita Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,,,,habitat
Rosenbergiodendron formosum (Jacq.) Fagerl.,EXACT,100,Rosenbergiodendron formosum,Rosenbergiodendron formosum,Rosenbergiodendron formosum (Jacq.) Fagerl.,2904221,,0,,,0,Colombia | Ecuador,CO | EC,2,2,very_low,wfo-0000298039,matching_api,Rosenbergiodendron formosum,https://www.worldfloraonline.org/taxon/wfo-0000298039,Life Form tree Provided by: [F].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Sacharum officinarum L.,FUZZY,96,Saccharum officinarum,Saccharum officinarum,Saccharum officinarum L.,2703912,Saccharum atrorubens Cuzent & Pancher | Saccharum atrorubens Cuzent & Pancher ex Drake | Saccharum bataviense André | Saccharum fragile Cuzent & Pancher | Saccharum fragile Cuzent & Pancher ex Drake | Saccharum glabrum Cuzent & Pancher ex Drake | Saccharum hybridum R.M.Grey | Saccharum infirmum Steud. | Saccharum infirmum Steud. ex Lechler | Saccharum luzonicum Cuzent & Pancher | Saccharum luzonicum Cuzent & Pancher ex Drake | Saccharum maddenii André | Saccharum monandrum Rottb. | Saccharum obscurum Cuzent & Pancher | Saccharum obscurum Cuzent & Pancher ex Drake | Saccharum occidentale Sw. | Saccharum officinale Salisb. | Saccharum officinarum subsp. atrorubens Cuzent & Pancher,18,Sugarcane,Cavameneñu | Sugarcane | cana,3,Colombia | United Kingdom of Great Britain and Northern Ireland,CO | GB,20,20,low,wfo-0000896660,matching_api,Saccharum officinarum,https://www.worldfloraonline.org/taxon/wfo-0000896660,Terrícola Provided by: [ B ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Salacca zalacca (Gaertn.) Voss.,EXACT,100,Salacca zalacca,Salacca zalacca,Salacca zalacca (Gaertn.) Voss,2731764,Salacca blumeana Mart. | Salacca edulis Reinw. | Salacca edulis Wall. | Salacca edulis var. amboinensis Becc. | Salacca rumphii Wall. | Salacca zalacca var. amboinensis (Becc.) Mogea,6,salak,salak | salak palm | snakefruit,3,,,0,0,none,wfo-0000300111,matching_api,Salacca zalacca,https://www.worldfloraonline.org/taxon/wfo-0000300111,Life Form tree Provided by: [E].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Sauropus androgynus (L.) Merr.,EXACT,100,Sauropus androgynus,Sauropus androgynus,Sauropus androgynus (L.) Merr.,6109767,,0,sweet leaf,chekkurmanis | katuk | star-gooseberry | sweet leaf,4,,,0,0,none,wfo-0000304988,matching_api,Sauropus androgynus,https://www.worldfloraonline.org/taxon/wfo-0000304988,Life Form,From India and Sri Lanka to S China and Indochina | Thailand | throughout West Malesia to Sulawesi | Maluku | and perhaps New Guinea. Provided by: [ B ]. e-Flora of Thailand Source: [ 20 ].,"From India and Sri Lanka to S China and Indochina, Thailand, throughout West Malesia to Sulawesi, Maluku, and perhaps New Guinea. Provided by: [ B ]. e-Flora of Thailand Source: [ 20 ].",distribution,habitat
Selenicereus chrysocardium (Alexander) Kimnach,FUZZY,100,Selenicereus chrysocardius,Selenicereus chrysocardius,Selenicereus chrysocardius (Alexander) Kimnach,3942456,,0,,,0,,,0,0,none,wfo-0001289783,matching_api,Selenicereus chrysocardius,https://www.worldfloraonline.org/taxon/wfo-0001289783,Life Form,,,,habitat
Setaria palmifolia (Koenig) Stapf,EXACT,100,Setaria palmifolia,Setaria palmifolia,Setaria palmifolia (J.Koenig) Stapf,2702958,,0,Palmgrass,Broadleaved bristlegrass | Palmgrass | hailans pitpit | highland pitpit | palm grass | short pitpit,6,Australia | Brazil | Chinese Taipei | New Zealand | Papua New Guinea | Timor-Leste | United States of America,AU | BR | NZ | PG | TL | TW | US,66,66,medium,wfo-0000899427,matching_api,Setaria palmifolia,https://www.worldfloraonline.org/taxon/wfo-0000899427,Terrícola Provided by: [ B ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Solandra maxima (Sessé et Moc.) P.Green.,EXACT,100,Solandra maxima,Solandra maxima,Solandra maxima (Moc. & Sessé) P.S.Green,5581538,Solandra hartwegii N.E.Br. | Solandra hartwegii N.E.Br. ex C.F.Ball | Solandra selerae Dammer ex Loes.,3,chalice cup vine,chalice cup vine,1,Spain,ES,4,4,very_low,wfo-0001025619,matching_api,Solandra maxima,https://www.worldfloraonline.org/taxon/wfo-0001025619,Life Form,,,,habitat
Spathiphyllum cochlearispatum (Liebm.) Engl.,FUZZY,100,Spathiphyllum cochlearispathum,Spathiphyllum cochlearispathum,Spathiphyllum cochlearispathum (Liebm.) Engl.,2869661,Spathiphyllum cochlearispathum var. longirostre (Liebm.) Engl. | Spathiphyllum heliconiifolium Schott | Spathiphyllum lacustre Lundell | Spathiphyllum lanceolatum (K.Koch) K.Koch | Spathiphyllum liebmannii Schott | Spathiphyllum longirostre (Liebm.) Schott,6,,,0,,,0,0,none,wfo-0000312000,matching_api,Spathiphyllum cochlearispathum,https://www.worldfloraonline.org/taxon/wfo-0000312000,Life Form,,,,habitat
Spathodea campanulata Beauv.,EXACT,100,Spathodea campanulata,Spathodea campanulata,Spathodea campanulata Beauverd,3172574,Spathodea campanulata subsp. congolana Bidgood | Spathodea campanulata subsp. nilotica (Seem.) Bidgood | Spathodea danckelmaniana Büttner | Spathodea nilotica Seem. | Spathodea nilotica f. bryanii O.Deg. & I.Deg. | Spathodea tulipifera (Schum.) G.Don,6,Nandi Flame,"African Tulip Tree | African tulip tree, Fireball, Flame of the forest, Fountain tree | African tuliptree | African-tuliptree | Afrikanischer Tulpenbaum | Amani mtsiritsiri, Angaia ngogoma | Fountain Tree | Indian Cedar | Mpapakojo, Mbe ramu | Nandi Flame | Santo Domingo Mahogany",11,Australia | Kenya | Malaysia,AU | KE | MY,3,3,very_low,wfo-0000779723,matching_api,Spathodea campanulata,https://www.worldfloraonline.org/taxon/wfo-0000779723,"Savanes, forêts, surtout ripicoles, jusque vers 1700 m d'altitude. Provided by: [ L ]. Flore d'Afrique Centrale Source: [ 18 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Spondias dulcis,EXACT,99,Spondias dulcis,Spondias dulcis,Spondias dulcis Parkinson,3190595,"Spondias acida Blume | Spondias cythera Sonn. | Spondias cytherea Sonn. | Spondias dulcis Sol. | Spondias dulcis Sol. ex G.Forst. | Spondias dulcis var. acida (Blume) Engl. | Spondias dulcis var. commersonii Engl. | Spondias dulcis var. dulcis | Spondias dulcis var. integra Engl. | Spondias dulcis var. mucroniserrata Engl. | Spondias dulcis var. mucroserrata Engl., 1883",11,Jew-plum,Ambarella | Golden Apple / Amra | Jew-plum | Jewish plum | Otaheite-apple | Polynesian plum | Polynesian-plum | Sakonga | Sakwa,9,Papua New Guinea,PG,2,2,very_low,wfo-0000435462,matching_api,Spondias dulcis,https://www.worldfloraonline.org/taxon/wfo-0000435462,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Spondias mombin L.,EXACT,100,Spondias mombin,Spondias mombin,Spondias mombin L.,3190593,Spondias mambin L.,1,Hogplum,Hogplum | Jamaica-plum,2,Bolivia (Plurinational State of) | Brazil | Colombia | Guyana | Mexico | Nicaragua | Panama | Peru | Venezuela (Bolivarian Republic of),BO | BR | CO | GY | MX | NI | PA | PE | VE,619,619,high,wfo-0000435470,matching_api,Spondias mombin,https://www.worldfloraonline.org/taxon/wfo-0000435470,"Naturalisé dans les régions occidentales du Congo, principalement à l'emplacement d'anciens villages. Peut-être indigène en Afrique occidentale, ou introduit de l'Amérique tropicale. Provided by: [ D ]. Flore d'Afrique Centrale Source: [ 16 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Strelitzia alba (L.) Skeels.,EXACT,100,Strelitzia alba,Strelitzia alba,Strelitzia alba (L.f.) Skeels,2763106,Strelitzia alba subsp. augusta (Thunb.) Maire & Weiller | Strelitzia angusta D.Dietr. | Strelitzia augusta Thunb.,3,,,0,,,0,0,none,wfo-0000561814,matching_api,Strelitzia alba,https://www.worldfloraonline.org/taxon/wfo-0000561814,In forests. Eastern Fynbos-Renosterveld. Forests. Provided by: [ A ]. e-Flora of South Africa Source: [ 3 ].,George to Humansdorp. Provided by: [ A ]. e-Flora of South Africa Source: [ 4 ].,George to Humansdorp. Provided by: [ A ]. e-Flora of South Africa Source: [ 4 ].,distribution,habitat
Strelitzia nicolai Reg. et Körn.,EXACT,100,Strelitzia nicolai,Strelitzia nicolai,Strelitzia nicolai Regel & Körn.,2763112,Strelitzia alba subsp. nicolai (Regel & Körn.) Maire & Weiller | Strelitzia quensonii Lem.,2,Bird-Of-Paradise Tree,Bird-Of-Paradise Tree | bird-of-paradise-tree | white bird-of-paradise | white bird-of-paradise tree,4,,,0,0,none,wfo-0000561967,matching_api,Strelitzia nicolai,https://www.worldfloraonline.org/taxon/wfo-0000561967,Coastal dunes. Indian Ocean Coastal Belt. Provided by: [ A ]. e-Flora of South Africa Source: [ 5 ].,Introduced distribution,Introduced distribution,native distribution,habitat
Strophanthus gratus (Wall. et Hook.) Baill.,EXACT,100,Strophanthus gratus,Strophanthus gratus,Strophanthus gratus (Wall. & Hook.) Baill.,8685745,Strophanthus choprae M.R.Almeida | Strophanthus chopraie M.R.Almeida | Strophanthus glaber Cornu | Strophanthus glaber Cornu ex Holmes | Strophanthus gratus Franch. | Strophanthus ouaboio Holmes | Strophanthus perrotii A.Chev. | Strophanthus stanleyanus Hook.,8,Ouabain,Ouabain | climbing-oleander | poison arrowvine | spider-tresses,4,,,2,2,very_low,wfo-0000317279,matching_api,Strophanthus gratus,https://www.worldfloraonline.org/taxon/wfo-0000317279,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Strophanthus petersianus Klotzsch.,EXACT,100,Strophanthus petersianus,Strophanthus petersianus,Strophanthus petersianus Klotzsch,3619876,Strophanthus grandiflorus (N.E.Br.) Gilg | Strophanthus petersianus var. grandiflorus N.E.Br. | Strophanthus sarmentosus var. verrucosus Pax | Strophanthus verrucosus (Pax) Stapf,4,,,0,,,0,0,none,wfo-0000317320,matching_api,Strophanthus petersianus,https://www.worldfloraonline.org/taxon/wfo-0000317320,"Found in lowveld woodland, usually on dry rocky situations but also on coastal sand dunes and in coastal scrub forest. Lowveld woodland, usually on dry rocky situations. Provided by: [ B ]. e-Flora of South Africa Source: [ 10 ].",In north-eastern Transvaal and northern Zululand. The main distribution of the species is in Portuguese East Africa and Rhodesia. Provided by: [ B ]. e-Flora of South Africa Source: [ 10 ].,In north-eastern Transvaal and northern Zululand. The main distribution of the species is in Portuguese East Africa and Rhodesia. Provided by: [ B ]. e-Flora of South Africa Source: [ 10 ].,distribution,habitat
Syagrus romanzoffianum (Cham.) Glassm,FUZZY,100,Syagrus romanzoffiana,Syagrus romanzoffiana,Syagrus romanzoffiana (Cham.) Glassman,5293897,,0,Queen Palm,Queen Palm | giriba palm,2,Argentina | Brazil | Paraguay | Seychelles | Uruguay,AR | BR | PY | SC | UY,323,323,high,wfo-0000317885,matching_api,Syagrus romanzoffiana,https://www.worldfloraonline.org/taxon/wfo-0000317885,Terrícola Provided by: [ B ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Tamarindus indica L.,EXACT,100,Tamarindus indica,Tamarindus indica,Tamarindus indica L.,2975768,"Tamarindus erythraeus Mattei | Tamarindus indica var. emarginata Chiov. | Tamarindus indica var. occidentalis (Gaertn.) Taub., 1894 | Tamarindus occidentalis Gaertn. | Tamarindus officinalis Hook. | Tamarindus somalensis Mattei | Tamarindus umbrosa Salisb.",7,Tormon,Indian tamarind | Madiro kakazo | Tamarein | Tamaren | Tamarijn | Tamarind | Tamarind Tree | Tormon | Vaioata,9,Australia | Chinese Taipei | India,AU | IN | TW,24,24,low,wfo-0000170926,matching_api,Tamarindus indica,https://www.worldfloraonline.org/taxon/wfo-0000170926,"Savane boisée, savane herbeuse, savane à Euphorbes candélabres. Provided by: [ L ]. Flore d'Afrique Centrale Source: [ 45 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Terminalia catappa L.,EXACT,100,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,3189394,Terminalia badamia DC. | Terminalia badamia Tul. | Terminalia burmanica King | Terminalia burmanica King ex Prain | Terminalia catappa var. chlorocarpa Hassk. | Terminalia catappa var. macrocarpa Hassk. | Terminalia catappa var. pubescens Kurz | Terminalia catappa var. rhodocarpa Hassk. | Terminalia catappa var. subcordata (Humb. & Bonpl. ex Willd.) DC. | Terminalia intermedia Bertero,10,Almond,Alman Tree | Almendron | Almond | Almond Tree | Antafa | Beach Almond | India Almond | Indian almond | Indian-almond | Indischer Mandelbaum | Katappenbaum,11,Australia | Chinese Taipei | Nauru | Papua New Guinea | Seychelles | Timor-Leste | Tonga | Vanuatu,AU | NR | PG | SC | TL | TO | TW | VU,77,77,medium,wfo-0000406800,matching_api,Terminalia catappa,https://www.worldfloraonline.org/taxon/wfo-0000406800,plages de sable. Provided by: [ M ]. Flore du Gabon Source: [ 8 ].,Introduced distribution,Introduced distribution,native distribution,habitat
Theobroma cacao L,EXACT,100,Theobroma cacao,Theobroma cacao,Theobroma cacao L.,3152205,Theobroma cocao L. | Theobroma kalagua De Wild. | Theobroma kalagua DeWild. | Theobroma pentogona Bernoulli | Theobroma saltzmanniana Bernoulli | Theobroma sativa var. leucosperma A.Chev. | Theobroma sativa var. melanosperma A.Chev.,7,Cacao,Cacao,1,Angola | Australia | Belize | Benin | Bolivia (Plurinational State of) | Brazil | Cameroon | Colombia | Costa Rica | Côte d’Ivoire | Dominican Republic | Ecuador | Guatemala | Guyana | Indonesia | Jamaica | Malaysia | Mexico | Nicaragua | Peru | Puerto Rico | Suriname | Trinidad and Tobago | United Kingdom of Great Britain and Northern Ireland | United States of America | Venezuela (Bolivarian Republic of) | Virgin Islands (U.S.),AO | AU | BJ | BO | BR | BZ | CI | CM | CO | CR | DO | EC | GB | GT | GY | ID | JM | MX | MY | NI | PE | PR | SR | TT | US | VE | VI,1916,900,high,wfo-0000458440,matching_api,Theobroma cacao,https://www.worldfloraonline.org/taxon/wfo-0000458440,Terrícola Provided by: [ E ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Thunbergia mysorensis (Wight) T.Anderson ,EXACT,100,Thunbergia mysorensis,Thunbergia mysorensis,Thunbergia mysorensis (Wight) T.Anderson,5573843,,0,Mysore trumpetvine,"Mysore trumpetvine | Mysore trumpetvine, Indian clock vine",2,,,0,0,none,wfo-0000510530,matching_api,Thunbergia mysorensis,https://www.worldfloraonline.org/taxon/wfo-0000510530,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Vanilla planifolia Andrews,EXACT,100,Vanilla planifolia,Vanilla planifolia,Vanilla planifolia Andrews,2803398,"Vanilla aromatica Willd. | Vanilla aromatica var. bicolor F.Buyss. | Vanilla aromatica var. claviculata F.Buyss. | Vanilla aromatica var. discolor F.Buyss. | Vanilla aromatica var. lutescens F.Buyss. | Vanilla aromatica var. planifolia (Andrews) F.Buyss. | Vanilla bampsiana Geerinck | Vanilla duckei Huber | Vanilla fragrans Ames | Vanilla planifolia Jacks., 1808 | Vanilla planifolia var. angusta Costantin & Poiss. ex C.Henry | Vanilla planifolia var. planifolia | Vanilla planifolia var. sylvestris (Schiede) Costantin & Bois, 1916 | Vanilla rubra (Lam.) Urb. | Vanilla sativa Schiede",15,Vanilla,Bourbon vanilla | Lavani | Vanilla | banira,4,Colombia | Dominican Republic | Mexico,CO | DO | MX,8,8,very_low,wfo-0000331533,matching_api,Vanilla planifolia,https://www.worldfloraonline.org/taxon/wfo-0000331533,,,,,
Vanilla pompona Schiede,EXACT,100,Vanilla pompona,Vanilla pompona,Vanilla pompona Schiede,2803463,"Vanilla cochlearilabia Archila, Chiron & Menchaca | Vanilla grandiflora Lindl. | Vanilla hamata Klotzsch | Vanilla lutescens Moq. | Vanilla lutescens Moq. ex Dupuis | Vanilla pittieri Schltr. | Vanilla planifolia var. gigantea Hoehne | Vanilla pleei Portères | Vanilla pompona subsp. grandiflora (Lindl.) Soto Arenas | Vanilla pompona subsp. pittieri (Schltr.) Dressler | Vanilla pompona subsp. pittieri (Schltr.) Soto Arenas | Vanilla pompona subsp. pompona",12,pompona vanilla,Guadeloupe vanilla | West Indian Vanilla | pompona vanilla,3,Brazil | Colombia | Costa Rica,BR | CO | CR,51,51,medium,wfo-0000331540,matching_api,Vanilla pompona,https://www.worldfloraonline.org/taxon/wfo-0000331540,Hemiepífita Provided by: [ B ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Zingiber officinale Roscoe,EXACT,100,Zingiber officinale,Zingiber officinale,Zingiber officinale Roscoe,2757280,"Zingiber aromaticum Noronha | Zingiber cholmondeleyi (F.M.Bailey) K.Schum. | Zingiber majus Rumph. | Zingiber missionis Wall. | Zingiber missionis Wall. ex Baker | Zingiber officinale f. macrorhizonum (Makino) M.Hiroe | Zingiber officinale f. rubens (Makino) M.Hiroe | Zingiber officinale subsp. cholmondeleyi F.M.Bailey | Zingiber officinale subsp. macrorhizonum (Makino) M.Hiroe | Zingiber officinale subsp. rubens (Makino) M.Hiroe | Zingiber officinale subsp. rubrum Theilade | Zingiber officinale subsp. sichuanense (Z.Y.Zhu, S.L.Zhang & S.X.Chen) Z.Y.Zhu & S.L.Zhang | Zingiber officinale var. cholmondeleyi F.M.Bailey | Zingiber officinale var. macrorhizonum Makino | Zingiber officinale var. rubens Makino | Zingiber officinale var. rubrum Theilade",16,Garden Ginger,Garden Ginger | Tsingizo | ginger,3,Chinese Taipei | India | Jamaica | Japan | South Africa,IN | JM | JP | TW | ZA,20,20,low,wfo-0000617397,matching_api,Zingiber officinale,https://www.worldfloraonline.org/taxon/wfo-0000617397,Terrícola Provided by: [ F ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,,,,habitat
